sys.id	sys.version	key	en.title	fr.title	heroImage	en.aboutTitle	fr.aboutTitle	en.inTitle	fr.inTitle	en.nearTitle	fr.nearTitle	en.ofTitle	fr.ofTitle	latLong.lat	latLong.lon	order	icon	en.shortDescription	fr.shortDescription	en.longDescription	fr.longDescription	en.slug	fr.slug	dataGeoParent	hidePhoneNumber	anchorLinkToMap	includeMetaTagRobot	metaTagRobotContent	includeHrefLang	brand
2qsOKqCrGha0rt8cPx735h	30	11	Addington	Addington		about Addington	about Addington	in Addington	à Addington	near Addington	near Addington	Addington's	Addington's	-43.544379	172.610534	100		Base your business in flexible office space in Addington, a major suburb that’s a short distance from Christchurch’s thriving business district. Enjoy a central location well-positioned for doing business just 2.5km from the city centre.	Base your business in flexible office space in Addington, a major suburb that’s a short distance from Christchurch’s thriving business district. Enjoy a central location well-positioned for doing business just 2.5km from the city centre.	Let your business flourish in our flexible office space in the strategically located suburb of Addington in Christchurch. Move into a ready-to-use space or personalise an office to reflect your business culture. Simply walk in and take advantage of ergonomic furniture, business-grade WiFi and a professional receptionist. And enjoy complimentary access to our stylish business lounges and fully-stocked kitchens.	Let your business flourish in our flexible office space in the strategically located suburb of Addington in Christchurch. Move into a ready-to-use space or personalise an office to reflect your business culture. Simply walk in and take advantage of ergonomic furniture, business-grade WiFi and a professional receptionist. And enjoy complimentary access to our stylish business lounges and fully-stocked kitchens.	addington	addington	6j2nyfBzZMlzmpg760pbLn	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
24y7ZRgCANRx1Bv6b799A9	15	1903	Addis Ababa	Addis Ababa		about Addis Ababa	about Addis Ababa	in Addis Ababa	in Addis Ababa	near Addis Ababa	near Addis Ababa	Addis Ababa's	Addis Ababa's	8.9806	38.7578	100		Give your business a kickstart with ready-to-use office space in Addis Ababa, the capital city of Ethiopia. Enjoy the benefits of working in the commercial centre of one of the world’s fastest growing economies.	Give your business a kickstart with ready-to-use office space in Addis Ababa, the capital city of Ethiopia. Enjoy the benefits of working in the commercial centre of one of the world’s fastest growing economies.	Discover office space in Addis Ababa where your business can grow. Move in and get started with fully furnished offices and business WiFi ready to go. Find workspace for every size of business, with the flexibility to scale as your company develops. And enjoy onsite support and facilities, including sociable kitchens and business lounges.	Discover office space in Addis Ababa where your business can grow. Move in and get started with fully furnished offices and business WiFi ready to go. Find workspace for every size of business, with the flexibility to scale as your company develops. And enjoy onsite support and facilities, including sociable kitchens and business lounges.	addis-ababa	addis-ababa	2ZNvZvbVchDTsU3dJVE1En	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
5SNd4JzmKB7DmN9sTLrEkJ	30	12	Addison	Addison		about Addison	about Addison	in Addison	à Addison	near Addison	near Addison	Addison's	Addison's	32.961722	-96.829832	100		Previously named Google’s E-City for the State of Texas, Addison is a progressive area for business with a strong tech community. Build your base in our office spaces here and join a thriving network of professional, science and financial organisations.	Previously named Google’s E-City for the State of Texas, Addison is a progressive area for business with a strong tech community. Build your base in our office spaces here and join a thriving network of professional, science and financial organisations.	Move into our ready-to-use, professional workspaces in suburban Addison, famous for its uniquely commercial atmosphere. Customise your space to reflect your brand’s style and your team’s way of working if you choose. Book a private office or an entire floor, and scale up and down as your business needs change, with the freedom to add or remove space at any time.	Nos bureaux privatifs à {GeoSolutionName} permettent aux équipes de toutes tailles de collaborer, innover et se développer. Choisissez un lieu qui convient à votre équipe et personnalisez votre espace selon vos besoins	addison	addison	42ukeYoLUXxDIlFLm3RTDP	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
1MuCLEEeyyjHAFiMxXZ8QG	30	13	Adelaide	Adelaïde		about Adelaide	about Adelaide	in Adelaide	à Adelaïde	near Adelaide	near Adelaide	Adelaide's	Adelaide's	-34.928586	138.600485	100		"Home to a host of innovative businesses, Adelaide is a prime location for any start-up or established company. Our fully-serviced offices are based at the heart of South Australia’s cosmopolitan capital, and are designed to help you do your best work. "	"Home to a host of innovative businesses, Adelaide is a prime location for any start-up or established company. Our fully-serviced offices are based at the heart of South Australia’s cosmopolitan capital, and are designed to help you do your best work. "	Give your business room to grow in Adelaide, one of the world’s most liveable cities. Our modern offices have everything taken care of, from the furniture to the business-grade WiFi. Book a room for the day or for several years, and customise the space to match your brand and the size of your team. An experienced on-site support team is available throughout the day to make sure you have everything you need. Simply stop by and get to work.	Nos bureaux privatifs à {GeoSolutionName} permettent aux équipes de toutes tailles de collaborer, innover et se développer. Choisissez un lieu qui convient à votre équipe et personnalisez votre espace selon vos besoins	adelaide	adelaide	2sL58wOl5slzs2F72wy9vx	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
1LtK1pQBRzhbFzzmyk76Zm	30	14	Agrate Brianza	Agrate Brianza		about Agrate Brianza	about Agrate Brianza	in Agrate Brianza	à Agrate Brianza	near Agrate Brianza	near Agrate Brianza	Agrate Brianza's	Agrate Brianza's	45.576864	9.351107	100		Agrate Brianza is a peaceful break from the city rush. With Northern Italy’s major cities within reach, our modern office space in Agrate Brianza lets you find focus and stay connected.	Agrate Brianza is a peaceful break from the city rush. With Northern Italy’s major cities within reach, our modern office space in Agrate Brianza lets you find focus and stay connected.	Enjoy the tranquillity of Agrate Brianza from a vantage point close to northern Italy’s major industrial hubs with our modern office space here. Get straight to work in our ready-to-use day offices, or customise your workspace to suit your business brand and culture. Find admin support, high-speed WiFi and all utilities and cleaning included. Add or remove space easily with our flexible terms.	Enjoy the tranquillity of Agrate Brianza from a vantage point close to northern Italy’s major industrial hubs with our modern office space here. Get straight to work in our ready-to-use day offices, or customise your workspace to suit your business brand and culture. Find admin support, high-speed WiFi and all utilities and cleaning included. Add or remove space easily with our flexible terms.	agrate-brianza	agrate-brianza	74KU8FY5I2n1JPzvliZXud	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
1UUPLxSYaeDN3bouD6HldO	30	15	Ahmedabad	Ahmedabad		about Ahmedabad	about Ahmedabad	in Ahmedabad	à Ahmedabad	near Ahmedabad	near Ahmedabad	Ahmedabad's	Ahmedabad's	23.023339	72.571307	100		"Home to a range of industries from textiles to IT, Ahmedabad is a hotspot for ambitious businesses. Set up shop in this famous location in western India with a fully furnished, modern office space and join some of the established names already thriving here. "	"Home to a range of industries from textiles to IT, Ahmedabad is a hotspot for ambitious businesses. Set up shop in this famous location in western India with a fully furnished, modern office space and join some of the established names already thriving here. "	"Inspire creativity among your team with vibrant and flexible office space in Ahmedabad, the largest city in Gujarat. Already the proud home of a great mix of companies, our offices here continue to attract businesses of all sizes. With customisation available, you’ll be able to tailor your space to reflect your brand. Plus, with super-fast WiFi and a friendly on-site reception team, you’ll be able to get the job done with ease and confidence. "	Nos bureaux privatifs à {GeoSolutionName} permettent aux équipes de toutes tailles de collaborer, innover et se développer. Choisissez un lieu qui convient à votre équipe et personnalisez votre espace selon vos besoins	ahmedabad	ahmedabad	eN2Sr5mCDakA2swcZZlNp	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
7BdFBDVWGbmBTtsTq9iRMZ	15	1871	Aiken	Aiken		about Aiken	about Aiken	in Aiken	in Aiken	near Aiken	near Aiken	Aiken's	Aiken's	33.5604	-81.7196	100		Build connections in Aiken, a city that is part of the metropolitan area in the US states of Georgia and South Carolina. Benefit from a flexible office space in a location full of history, nature and local culture.	Build connections in Aiken, a city that is part of the metropolitan area in the US states of Georgia and South Carolina. Benefit from a flexible office space in a location full of history, nature and local culture.	Plug into the buzzing vibe of Aiken, one of the two largest cities in the Central Savannah River Area. Get to work immediately after moving into a fully serviced ready-to-use office space. Focus on building your business in open plan spaces flooded with natural light, whist our experienced on-site support teams take care of security, cleaning and utilities.	Plug into the buzzing vibe of Aiken, one of the two largest cities in the Central Savannah River Area. Get to work immediately after moving into a fully serviced ready-to-use office space. Focus on building your business in open plan spaces flooded with natural light, whist our experienced on-site support teams take care of security, cleaning and utilities.	aiken	aiken	1ZkHLPhvlOE60KbUiz27e9	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
6Moc6MlV0DqNNk7lwkkrj2	30	16	Aix-en-Provence	Aix-en-Provence		about Aix-En-Provence	about Aix-En-Provence	in Aix-En-Provence	à Aix-en-Provence	near Aix-En-Provence	near Aix-En-Provence	Aix-En-Provence's	Aix-En-Provence's	43.529303	5.448401	100		Surround your business with thriving industries such as tourism, entertainment and electronics in in Aix-en-Provence. Walk in and get to work straight away in our ready-to-use office spaces in this growing city.	Entourez-vous d'industries florissantes comme celles du tourisme, du divertissement et de l'électronique à Aix-en-Provence. Installez-vous et travaillez dans nos bureaux prêts à l'emploi dans cette ville en développement.	Do your best work from our contemporary office spaces in Aix-en-Provence. Ideal for the modern business, our offices – available from a day, a year or longer – are complete with business-grade WiFi and digital telecoms, so you’ll always be connected. With customisable options, our on-site support team are on-hand to help you transform your office to meet the unique needs of your business.	Donnez le meilleur de vous-même dans nos bureaux contemporains à Aix-en-Provence. Nos bureaux sont disponibles à la journée, à l'année ou plus longtemps. Idéaux pour les entreprises modernes, ils sont équipés du Wi-Fi et d'équipements numériques de qualité professionnelle, pour que vous soyez toujours connecté. Grâce à des options personnalisables, notre équipe d'assistance sur place est à votre disposition pour vous aider à transformer votre bureau afin de répondre aux besoins uniques de votre entreprise.	aix-en-provence	aix-en-provence	1ggOKyARgDWp09EQmyAB31	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
15TqYGIDmxpOP38aOIUFEr	30	17	Ajman	Ajman		about Ajman	about Ajman	in Ajman	à Ajman	near Ajman	near Ajman	Ajman's	Ajman's	25.405236	55.513502	100		Build a base in Ajman, a business destination to rival neighbouring Dubai. Settle in to our fully-furnished office spaces here, offering businesses of all sizes a flexible home close to the Persian Gulf coast.	Build a base in Ajman, a business destination to rival neighbouring Dubai. Settle in to our fully-furnished office spaces here, offering businesses of all sizes a flexible home close to the Persian Gulf coast.	Create the ideal environment for your business in Ajman with our flexible office spaces. Configure the layout to suit your business needs and add or remove space as your business needs. Get straight down to work with high quality furniture, business-grade internet and the full support of our on-site team. And enjoy access to our relaxing break-out areas.	Create the ideal environment for your business in Ajman with our flexible office spaces. Configure the layout to suit your business needs and add or remove space as your business needs. Get straight down to work with high quality furniture, business-grade internet and the full support of our on-site team. And enjoy access to our relaxing break-out areas.	ajman	ajman	12oF0sUz90m9jj1vmBOuzY	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
6EZEr3Lu9rQP0AA7yeE5rs	30	18	Akita	Akita		about Akita	about Akita	in Akita	à Akita	near Akita	near Akita	Akita's	Akita's	39.734044	140.101437	100		Build your business in the prefecture capital of Akita, a city of industry and agriculture. Do great work from our stylish office space here on the east coast of northern Honshu island.	Build your business in the prefecture capital of Akita, a city of industry and agriculture. Do great work from our stylish office space here on the east coast of northern Honshu island.	Give your business a bright, inspiring new home at a fully-serviced office space in Akita. Stay for as little as a day, or customise your surroundings and put down long-term roots. Start with as much space as you need and scale up or down easily as your needs evolve. And all utilities and services are taken care of so you can focus on your business.	Give your business a bright, inspiring new home at a fully-serviced office space in Akita. Stay for as little as a day, or customise your surroundings and put down long-term roots. Start with as much space as you need and scale up or down easily as your needs evolve. And all utilities and services are taken care of so you can focus on your business.	akita	akita	389FaAHo1Niat3Assm0eDq	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
1ecPS7cPfKQIATTwhRTM5B	15	1971	Akron	Akron		about Akron	about Akron	in Akron	in Akron	near Akron	near Akron	Akron's	Akron's	41.0814	-81.519	100		Build your business in the thriving Midwest commercial hub of Akron, Ohio. Work in fully serviced office space alongside a growing number of innovative science and technology businesses. Be a stone’s throw from downtown Cleveland, and within easy reach of Chicago, New York, and Canada.	Build your business in the thriving Midwest commercial hub of Akron, Ohio. Work in fully serviced office space alongside a growing number of innovative science and technology businesses. Be a stone’s throw from downtown Cleveland, and within easy reach of Chicago, New York, and Canada.	Maximize your company’s productivity with a flexible, fully serviced office in one of the Midwest’s major commercial centers. Tailor your Akron workspace to suit your business, whether you need a single desk or several floors. Be free to focus on growth, secure in the knowledge that business-grade IT, cleaning, maintenance, and support are all taken care of.	Maximize your company’s productivity with a flexible, fully serviced office in one of the Midwest’s major commercial centers. Tailor your Akron workspace to suit your business, whether you need a single desk or several floors. Be free to focus on growth, secure in the knowledge that business-grade IT, cleaning, maintenance, and support are all taken care of.	akron	akron	4rZ6WKVDOdDckMU8xOJdq3	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
4MhieaYZnulDwC8KlMZgpL	15	1856	Akureyri	Akureyri		about Akureyri	about Akureyri	in Akureyri	in Akureyri	near Akureyri	near Akureyri	Akureyri's	Akureyri's	65.6826	-18.0907	100		Do business at the heart of the rapidly developing port town of Akureyri, Iceland - home to a long-established fishing industry, alongside a university and a diverse business community. Work efficiently from day one in fully serviced office spaces.	Do business at the heart of the rapidly developing port town of Akureyri, Iceland - home to a long-established fishing industry, alongside a university and a diverse business community. Work efficiently from day one in fully serviced office spaces.	Build your business with scalable workspaces in the town known as the ‘Capital of North Iceland’. Choose from a single desk to a large office, with the freedom to add or reduce as your business develops. Make it yours by adding your own branding – and relax knowing that WiFi, business-grade IT, maintenance and cleaning are all taken care of.	Build your business with scalable workspaces in the town known as the ‘Capital of North Iceland’. Choose from a single desk to a large office, with the freedom to add or reduce as your business develops. Make it yours by adding your own branding – and relax knowing that WiFi, business-grade IT, maintenance and cleaning are all taken care of.	akureyri	akureyri	5CEQKrFHDOhkRkw7lxWASz	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
YFRjRCsdwRI1tGUafOn1P	15	1909	Al Ain	Al Ain		about Al Ain	about Al Ain	in Al Ain	in Al Ain	near Al Ain	near Al Ain	Al Ain's	Al Ain's	24.1302	55.8023	100		Known as the Garden City for its palm groves and natural springs, Al Ain is home to ancient oases, bustling souks and malls – and a thriving network of businesses. Join them with a fully-serviced office space in a fast-growing economy.	Known as the Garden City for its palm groves and natural springs, Al Ain is home to ancient oases, bustling souks and malls – and a thriving network of businesses. Join them with a fully-serviced office space in a fast-growing economy.	Build your business in the Garden City with a flexible office space in Al Ain. Tailor the space to your needs, from a single desk to a whole building, and flex the space you need to suit your business. Hit the ground running, with fast WiFi, contemporary furniture and on-site support you can count on. Enjoy airy collaborative break out spaces and well-stocked kitchens.	Build your business in the Garden City with a flexible office space in Al Ain. Tailor the space to your needs, from a single desk to a whole building, and flex the space you need to suit your business. Hit the ground running, with fast WiFi, contemporary furniture and on-site support you can count on. Enjoy airy collaborative break out spaces and well-stocked kitchens.	al-ain	al-ain	12oF0sUz90m9jj1vmBOuzY	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
2V58S75spDXU2hbL9sZ192	29	19	Al Barsha	Al Barsha		about Al Barsha	about Al Barsha	in Al Barsha	à Al Barsha	near Al Barsha	near Al Barsha	Al Barsha's	Al Barsha's	25.083857	55.220199	100		Find a different pace of working life in this quiet residential area of Dubai. Build a productive base and find room to realise your business potential in Al Barsha with our flexible office space here.	Find a different pace of working life in this quiet residential area of Dubai. Build a productive base and find room to realise your business potential in Al Barsha with our flexible office space here.	Give your team a productive working environment in our contemporary office spaces in Al Barsha. Do your best work with our fast WiFi, digital desk phones and access to printers. Our innovative spaces are ready to move in to, or can be customised to reflect your company's needs. Base yourself here for a day or long-term and scale up or down as your business needs change.	Nos bureaux privatifs à {GeoSolutionName} permettent aux équipes de toutes tailles de collaborer, innover et se développer. Choisissez un lieu qui convient à votre équipe et personnalisez votre espace selon vos besoins	al-barsha	al-barsha	57Jpy6tDPdcA9VsgEeex8J	False	#273fe61d-e3fa-4d45-b2ed-7e8a367e94c1	False	noindex, nofollow	False	
